ID,NAME,CATALOG ID,DESCRIPTION,CATEGORY,SUB CATEGORY,MEASURE UNIT,Vendor,Default Vendor,Pref Vendor,Vendor SKU/Part #,Vendor Description,Vendor Item Cost,Vendor Lead Time
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_6_X10_6_X6,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 6""x10""-6""x6""",PART-MEP_DUCT_FITTINGS-4A176406,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 6""x10""-6""x6""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_6_X15_6_X6,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 6""x15""-6""x6""",PART-MEP_DUCT_FITTINGS-4E7802A3,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 6""x15""-6""x6""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_6_X6_5_X5,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 6""x6""-5""x5""",PART-MEP_DUCT_FITTINGS-FC928AF5,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 6""x6""-5""x5""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_6_X6_6_X6,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 6""x6""-6""x6""",PART-MEP_DUCT_FITTINGS-0D4033CE,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 6""x6""-6""x6""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_6_X7_4_X8,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 6""x7""-4""x8""",PART-MEP_DUCT_FITTINGS-CE4AAFCD,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 6""x7""-4""x8""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_6_X7_5_X6,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 6""x7""-5""x6""",PART-MEP_DUCT_FITTINGS-0D6A471F,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 6""x7""-5""x6""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_6_X7_6_X6,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 6""x7""-6""x6""",PART-MEP_DUCT_FITTINGS-0297D97B,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 6""x7""-6""x6""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_6_X7_7_X5,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 6""x7""-7""x5""",PART-MEP_DUCT_FITTINGS-62D4B5CC,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 6""x7""-7""x5""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_6_X9_6_X6,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 6""x9""-6""x6""",PART-MEP_DUCT_FITTINGS-53D0985C,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 6""x9""-6""x6""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_6_X9_7_X7,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 6""x9""-7""x7""",PART-MEP_DUCT_FITTINGS-31E2E58C,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 6""x9""-7""x7""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_7_X10_7_X7,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 7""x10""-7""x7""",PART-MEP_DUCT_FITTINGS-5BD70B4D,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 7""x10""-7""x7""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_7_X11_7_X8,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 7""x11""-7""x8""",PART-MEP_DUCT_FITTINGS-CE83E98D,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 7""x11""-7""x8""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_7_X12_7_X7,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 7""x12""-7""x7""",PART-MEP_DUCT_FITTINGS-5D327063,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 7""x12""-7""x7""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_7_X12_7_X8,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 7""x12""-7""x8""",PART-MEP_DUCT_FITTINGS-D6C1280B,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 7""x12""-7""x8""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_7_X14_7_X7,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 7""x14""-7""x7""",PART-MEP_DUCT_FITTINGS-AC9308EC,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 7""x14""-7""x7""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_7_X15_7_X7,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 7""x15""-7""x7""",PART-MEP_DUCT_FITTINGS-21284C6D,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 7""x15""-7""x7""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_7_X17_7_X7,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 7""x17""-7""x7""",PART-MEP_DUCT_FITTINGS-07EBE374,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 7""x17""-7""x7""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_7_X18_7_X7,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 7""x18""-7""x7""",PART-MEP_DUCT_FITTINGS-9A647659,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 7""x18""-7""x7""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_7_X19_7_X7,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 7""x19""-7""x7""",PART-MEP_DUCT_FITTINGS-68AC1815,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 7""x19""-7""x7""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_7_X7_3_X3,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 7""x7""-3""x3""",PART-MEP_DUCT_FITTINGS-92BF75B0,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 7""x7""-3""x3""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_7_X7_4_X4,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 7""x7""-4""x4""",PART-MEP_DUCT_FITTINGS-56F513EA,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 7""x7""-4""x4""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_7_X7_4_X8,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 7""x7""-4""x8""",PART-MEP_DUCT_FITTINGS-917220CD,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 7""x7""-4""x8""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_7_X7_6_X6,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 7""x7""-6""x6""",PART-MEP_DUCT_FITTINGS-CC60032C,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 7""x7""-6""x6""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_7_X7_6_X7,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 7""x7""-6""x7""",PART-MEP_DUCT_FITTINGS-6958CF10,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 7""x7""-6""x7""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_7_X8_7_X7,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 7""x8""-7""x7""",PART-MEP_DUCT_FITTINGS-F117A9FD,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 7""x8""-7""x7""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_8_X10_8_X8,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 8""x10""-8""x8""",PART-MEP_DUCT_FITTINGS-B0117545,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 8""x10""-8""x8""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_8_X7_7_X7,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 8""x7""-7""x7""",PART-MEP_DUCT_FITTINGS-0CFD9E0A,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 8""x7""-7""x7""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_8_X7_7_X8,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 8""x7""-7""x8""",PART-MEP_DUCT_FITTINGS-A43A3305,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 8""x7""-7""x8""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_8_X8_5_X6,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 8""x8""-5""x6""",PART-MEP_DUCT_FITTINGS-DF6B8B28,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 8""x8""-5""x6""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_8_X8_8_X7,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 8""x8""-8""x7""",PART-MEP_DUCT_FITTINGS-CB984FCD,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 8""x8""-8""x7""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_8_X9_7_X8,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 8""x9""-7""x8""",PART-MEP_DUCT_FITTINGS-9BCB3C46,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 8""x9""-7""x8""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_8_X9_8_X8,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 8""x9""-8""x8""",PART-MEP_DUCT_FITTINGS-97CB71C5,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 8""x9""-8""x8""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_9_X10_7_X7,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 9""x10""-7""x7""",PART-MEP_DUCT_FITTINGS-7D79DA41,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 9""x10""-7""x7""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_9_X10_9_X9,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 9""x10""-9""x9""",PART-MEP_DUCT_FITTINGS-3FB62DE6,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 9""x10""-9""x9""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_9_X13_9_X10,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 9""x13""-9""x10""",PART-MEP_DUCT_FITTINGS-B3DA90FA,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 9""x13""-9""x10""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_9_X16_9_X10,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 9""x16""-9""x10""",PART-MEP_DUCT_FITTINGS-B43DE6AE,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 9""x16""-9""x10""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_9_X8_8_X9,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 9""x8""-8""x9""",PART-MEP_DUCT_FITTINGS-C97D7A32,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 9""x8""-8""x9""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_9_X9_7_X7,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 9""x9""-7""x7""",PART-MEP_DUCT_FITTINGS-DB93AFAD,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 9""x9""-7""x7""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_9_X9_8_X9,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 9""x9""-8""x9""",PART-MEP_DUCT_FITTINGS-4BD32543,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 9""x9""-8""x9""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_9_X9_9_X8,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 9""x9""-9""x8""",PART-MEP_DUCT_FITTINGS-CB2D6D79,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 9""x9""-9""x8""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_UNION_STANDARD_14_X13_14_X13,"MEP Duct Fittings | Rectangular Union | Standard | 14""x13""-14""x13""",PART-MEP_DUCT_FITTINGS-98EBDCED,"MEP rough-in part for Duct Fittings | Rectangular Union | Standard | 14""x13""-14""x13""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_UNION_STANDARD_14_X14_14_X14,"MEP Duct Fittings | Rectangular Union | Standard | 14""x14""-14""x14""",PART-MEP_DUCT_FITTINGS-3060D4D6,"MEP rough-in part for Duct Fittings | Rectangular Union | Standard | 14""x14""-14""x14""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_UNION_STANDARD_15_X30_15_X30,"MEP Duct Fittings | Rectangular Union | Standard | 15""x30""-15""x30""",PART-MEP_DUCT_FITTINGS-E3EDE7B8,"MEP rough-in part for Duct Fittings | Rectangular Union | Standard | 15""x30""-15""x30""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_UNION_STANDARD_22_X16_22_X16,"MEP Duct Fittings | Rectangular Union | Standard | 22""x16""-22""x16""",PART-MEP_DUCT_FITTINGS-C729F900,"MEP rough-in part for Duct Fittings | Rectangular Union | Standard | 22""x16""-22""x16""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_UNION_STANDARD_24_X15_24_X15,"MEP Duct Fittings | Rectangular Union | Standard | 24""x15""-24""x15""",PART-MEP_DUCT_FITTINGS-CA4CA6AA,"MEP rough-in part for Duct Fittings | Rectangular Union | Standard | 24""x15""-24""x15""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_UNION_STANDARD_30_X15_30_X15,"MEP Duct Fittings | Rectangular Union | Standard | 30""x15""-30""x15""",PART-MEP_DUCT_FITTINGS-FD0F32E2,"MEP rough-in part for Duct Fittings | Rectangular Union | Standard | 30""x15""-30""x15""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_UNION_STANDARD_30_X24_30_X24,"MEP Duct Fittings | Rectangular Union | Standard | 30""x24""-30""x24""",PART-MEP_DUCT_FITTINGS-52CA6C47,"MEP rough-in part for Duct Fittings | Rectangular Union | Standard | 30""x24""-30""x24""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_UNION_STANDARD_32_X24_32_X24,"MEP Duct Fittings | Rectangular Union | Standard | 32""x24""-32""x24""",PART-MEP_DUCT_FITTINGS-9996BEB0,"MEP rough-in part for Duct Fittings | Rectangular Union | Standard | 32""x24""-32""x24""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_UNION_STANDARD_7_X7_7_X7,"MEP Duct Fittings | Rectangular Union | Standard | 7""x7""-7""x7""",PART-MEP_DUCT_FITTINGS-4FA2C1F4,"MEP rough-in part for Duct Fittings | Rectangular Union | Standard | 7""x7""-7""x7""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_UNION_STANDARD_8_X8_8_X8,"MEP Duct Fittings | Rectangular Union | Standard | 8""x8""-8""x8""",PART-MEP_DUCT_FITTINGS-B8D52A5D,"MEP rough-in part for Duct Fittings | Rectangular Union | Standard | 8""x8""-8""x8""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_ROUND_TRANSITION_ANGLE_45_DEGREE_12_Ø_9_Ø,"MEP Duct Fittings | Round Transition - Angle | 45 Degree | 12""ø-9""ø",PART-MEP_DUCT_FITTINGS-68EAA876,"MEP rough-in part for Duct Fittings | Round Transition - Angle | 45 Degree | 12""ø-9""ø",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_ROUND_TRANSITION_ANGLE_45_DEGREE_5_Ø_3_Ø,"MEP Duct Fittings | Round Transition - Angle | 45 Degree | 5""ø-3""ø",PART-MEP_DUCT_FITTINGS-23F45A44,"MEP rough-in part for Duct Fittings | Round Transition - Angle | 45 Degree | 5""ø-3""ø",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_ROUND_TRANSITION_ANGLE_45_DEGREE_6_Ø_3_Ø,"MEP Duct Fittings | Round Transition - Angle | 45 Degree | 6""ø-3""ø",PART-MEP_DUCT_FITTINGS-DB45344E,"MEP rough-in part for Duct Fittings | Round Transition - Angle | 45 Degree | 6""ø-3""ø",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_ROUND_TRANSITION_ANGLE_45_DEGREE_6_Ø_5_Ø,"MEP Duct Fittings | Round Transition - Angle | 45 Degree | 6""ø-5""ø",PART-MEP_DUCT_FITTINGS-DFD4C027,"MEP rough-in part for Duct Fittings | Round Transition - Angle | 45 Degree | 6""ø-5""ø",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_ROUND_TRANSITION_ANGLE_45_DEGREE_6_Ø_6_Ø,"MEP Duct Fittings | Round Transition - Angle | 45 Degree | 6""ø-6""ø",PART-MEP_DUCT_FITTINGS-8B0D24FE,"MEP rough-in part for Duct Fittings | Round Transition - Angle | 45 Degree | 6""ø-6""ø",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_ROUND_TRANSITION_ANGLE_45_DEGREE_8_Ø_8_Ø,"MEP Duct Fittings | Round Transition - Angle | 45 Degree | 8""ø-8""ø",PART-MEP_DUCT_FITTINGS-6E856758,"MEP rough-in part for Duct Fittings | Round Transition - Angle | 45 Degree | 8""ø-8""ø",Parts,MEP Rough-In,EACH,,,,,,,
MEP_ELECTRICAL_FIXTURES_34274_34274_MARINE_M_WHITE_CEILING_FAN_IP44_UNKNOWN,MEP Electrical Fixtures | 34274 | 34274 MARINE M White ceiling fan IP44,PART-MEP_ELECTRICAL_FIX-02DBADF5,MEP rough-in part for Electrical Fixtures | 34274 | 34274 MARINE M White ceiling fan IP44,Parts,MEP Rough-In,EACH,,,,,,,
MEP_ELECTRICAL_FIXTURES_ESSENCE_8_FT_FAN_DIAMETER_A_UNKNOWN,MEP Electrical Fixtures | Essence | 8 ft Fan Diameter (A),PART-MEP_ELECTRICAL_FIX-2D601B75,MEP rough-in part for Electrical Fixtures | Essence | 8 ft Fan Diameter (A),Parts,MEP Rough-In,EACH,,,,,,,
MEP_FLEX_DUCTS_UNSPECIFIED_FAMILY_FLEX_ROUND_14_Ø,"MEP Flex Ducts | Unspecified Family | Flex - Round | 14""ø",PART-MEP_FLEX_DUCTS_UNS-2BC4E475,"MEP rough-in part for Flex Ducts | Unspecified Family | Flex - Round | 14""ø",Parts,MEP Rough-In,EACH,,,,,,,
MEP_FLEX_DUCTS_UNSPECIFIED_FAMILY_FLEX_ROUND_3_1_2_Ø,"MEP Flex Ducts | Unspecified Family | Flex - Round | 3 1/2""ø",PART-MEP_FLEX_DUCTS_UNS-958CEA23,"MEP rough-in part for Flex Ducts | Unspecified Family | Flex - Round | 3 1/2""ø",Parts,MEP Rough-In,EACH,,,,,,,
MEP_FLEX_DUCTS_UNSPECIFIED_FAMILY_FLEX_ROUND_3_Ø,"MEP Flex Ducts | Unspecified Family | Flex - Round | 3""ø",PART-MEP_FLEX_DUCTS_UNS-66E5CAE4,"MEP rough-in part for Flex Ducts | Unspecified Family | Flex - Round | 3""ø",Parts,MEP Rough-In,EACH,,,,,,,
MEP_FLEX_DUCTS_UNSPECIFIED_FAMILY_FLEX_ROUND_4_Ø,"MEP Flex Ducts | Unspecified Family | Flex - Round | 4""ø",PART-MEP_FLEX_DUCTS_UNS-C050D0AA,"MEP rough-in part for Flex Ducts | Unspecified Family | Flex - Round | 4""ø",Parts,MEP Rough-In,EACH,,,,,,,
MEP_FLEX_DUCTS_UNSPECIFIED_FAMILY_FLEX_ROUND_5_Ø,"MEP Flex Ducts | Unspecified Family | Flex - Round | 5""ø",PART-MEP_FLEX_DUCTS_UNS-973AA315,"MEP rough-in part for Flex Ducts | Unspecified Family | Flex - Round | 5""ø",Parts,MEP Rough-In,EACH,,,,,,,
MEP_FLEX_DUCTS_UNSPECIFIED_FAMILY_FLEX_ROUND_6_Ø,"MEP Flex Ducts | Unspecified Family | Flex - Round | 6""ø",PART-MEP_FLEX_DUCTS_UNS-68D4FA59,"MEP rough-in part for Flex Ducts | Unspecified Family | Flex - Round | 6""ø",Parts,MEP Rough-In,EACH,,,,,,,
MEP_FLEX_DUCTS_UNSPECIFIED_FAMILY_FLEX_ROUND_7_Ø,"MEP Flex Ducts | Unspecified Family | Flex - Round | 7""ø",PART-MEP_FLEX_DUCTS_UNS-7F3554DE,"MEP rough-in part for Flex Ducts | Unspecified Family | Flex - Round | 7""ø",Parts,MEP Rough-In,EACH,,,,,,,
MEP_FLEX_DUCTS_UNSPECIFIED_FAMILY_FLEX_ROUND_8_Ø,"MEP Flex Ducts | Unspecified Family | Flex - Round | 8""ø",PART-MEP_FLEX_DUCTS_UNS-E61C1D9A,"MEP rough-in part for Flex Ducts | Unspecified Family | Flex - Round | 8""ø",Parts,MEP Rough-In,EACH,,,,,,,
MEP_FLEX_DUCTS_UNSPECIFIED_FAMILY_FLEX_ROUND_9_Ø,"MEP Flex Ducts | Unspecified Family | Flex - Round | 9""ø",PART-MEP_FLEX_DUCTS_UNS-00688DF5,"MEP rough-in part for Flex Ducts | Unspecified Family | Flex - Round | 9""ø",Parts,MEP Rough-In,EACH,,,,,,,
MEP_MECHANICAL_EQUIPMENT_71_HC_VRF_HCL_TOSHIBA_TCC_MMF6H_36_56_MMF_AP0366H1_E_UNKNOWN,MEP Mechanical Equipment | 71-HC_VRF_HCL_TOSHIBA_TCC_MMF6H_36-56 | MMF-AP0366H1-E,PART-MEP_MECHANICAL_EQU-74245D6E,MEP rough-in part for Mechanical Equipment | 71-HC_VRF_HCL_TOSHIBA_TCC_MMF6H_36-56 | MMF-AP0366H1-E,Parts,MEP Rough-In,EACH,,,,,,,
MEP_MECHANICAL_EQUIPMENT_AERA_EVO_55C_RFA_2026_LEVELBASED_EVO_55C_UNKNOWN,MEP Mechanical Equipment | AERA_EVO-55C_RFA_2026_LevelBased | EVO-55C,PART-MEP_MECHANICAL_EQU-5C967D51,MEP rough-in part for Mechanical Equipment | AERA_EVO-55C_RFA_2026_LevelBased | EVO-55C,Parts,MEP Rough-In,EACH,,,,,,,
MEP_MECHANICAL_EQUIPMENT_AERA_EVO_85C_WITH_ELECTRICAL_PRE_OR_AFTER_HEATER_RFA_2026_LEVELBASED_EVO_85C_WITH_ELECTRICAL_PRE_OR_AFTER_HEATER_UNKNOWN,MEP Mechanical Equipment | AERA_EVO-85C_with_electrical_(pre_or_after)_heater_RFA_2026_LevelBased | EVO-85C with electrical (pre or after) heater,PART-MEP_MECHANICAL_EQU-97879B99,MEP rough-in part for Mechanical Equipment | AERA_EVO-85C_with_electrical_(pre_or_after)_heater_RFA_2026_LevelBased | EVO-85C with electrical (pre or after) heater,Parts,MEP Rough-In,EACH,,,,,,,
MEP_PLUMBING_FIXTURES_M_SINK_KITCHEN_ISLAND_450_X_450MM_UNKNOWN,MEP Plumbing Fixtures | M_Sink Kitchen-Island | 450 x 450mm,PART-MEP_PLUMBING_FIXTU-50B065B1,MEP rough-in part for Plumbing Fixtures | M_Sink Kitchen-Island | 450 x 450mm,Parts,MEP Rough-In,EACH,,,,,,,
